fir_number,date,district,area,crime_type,sections,modus_operandi,status,is_synthetic
FIR-2025-UDU-0889,2025-02-27,Udupi,Agate Street,Cheating,BNS 318,investment ponzi scheme,convicted,True
FIR-2024-BAL-0890,2024-05-11,Ballari,Prabhakar Chowk,Extortion,BNS 308,protection money demand,court-pending,True
FIR-2025-UDU-0891,2025-11-28,Udupi,Agate Street,Theft,BNS 303,shop till theft,court-pending,True
FIR-2024-MYS-0892,2024-07-24,Mysuru,Contractor Path,Robbery,BNS 309,knife-point street robbery,charge-sheeted,True
FIR-2025-VIJ-0893,2025-05-30,Vijayapur,Chatterjee Zila,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2025-MYS-0894,2025-04-18,Mysuru,Contractor Path,Cyber Fraud,IT Act 66D,OTP social engineering,charge-sheeted,True
FIR-2024-TUM-0895,2024-02-28,Tumakuru,Rana Zila,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-MYS-0896,2024-01-07,Mysuru,Contractor Path,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2025-CHI-0897,2025-10-26,Chickballapura,Pathak Chowk,Murder,BNS 103,gang rivalry,under-investigation,True
FIR-2024-MAN-0898,2024-09-13,Mandya,Johal Zila,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2024-BEN-0899,2024-06-13,Bengaluru City,Wali Path,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2025-DHA-0900,2025-02-19,Dharwad,Aurora Street,Burglary,BNS 331,lock-picking daytime entry,convicted,True
FIR-2025-MAN-0901,2025-08-05,Mandya,Johal Zila,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2025-DHA-0902,2025-09-30,Dharwad,Zachariah Street,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2025-DAK-0903,2025-08-04,Dakshina Kannada,Dey Zila,Cheating,BNS 318,land document forgery,closed,True
FIR-2025-KOL-0904,2025-05-13,Kolar,Chopra Circle,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-TUM-0905,2024-11-10,Tumakuru,Pau Marg,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2025-KAL-0906,2025-07-29,Kalaburagi,Sinha Ganj,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2025-KAL-0907,2025-11-10,Kalaburagi,Kant,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2025-DAK-0908,2025-08-21,Dakshina Kannada,Barad Nagar,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-UDU-0909,2025-11-24,Udupi,Narasimhan Ganj,Theft,BNS 303,pickpocketing in transit,under-investigation,True
FIR-2025-DHA-0910,2025-09-28,Dharwad,Ghosh Road,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2024-BAG-0911,2024-09-26,Bagalkot,Ben Road,Theft,BNS 303,shop till theft,charge-sheeted,True
FIR-2025-BEN-0912,2025-10-01,Bengaluru City,Sagar Path,Chain Snatching,BNS 304,two-wheeler drive-by snatching,charge-sheeted,True
FIR-2024-MAN-0913,2024-12-09,Mandya,Johal Zila,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2024-KAL-0914,2024-01-24,Kalaburagi,Chokshi Path,Cyber Fraud,IT Act 66D,fake loan app extortion,convicted,True
FIR-2024-TUM-0915,2024-12-15,Tumakuru,Kara Street,Murder,BNS 103,property dispute,court-pending,True
FIR-2025-KAL-0916,2025-12-22,Kalaburagi,Sinha Ganj,Murder,BNS 103,personal enmity,closed,True
FIR-2024-TUM-0917,2024-08-03,Tumakuru,Rana Zila,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2024-KOL-0918,2024-03-03,Kolar,Chopra Circle,Rioting,BNS 191,protest escalation,under-investigation,True
FIR-2024-SHI-0919,2024-08-21,Shivamogga,Rao Nagar,Cyber Fraud,IT Act 66D,OTP social engineering,court-pending,True
FIR-2024-DHA-0920,2024-03-02,Dharwad,Zachariah Street,Cyber Fraud,IT Act 66D,courier scam,court-pending,True
FIR-2024-BAG-0921,2024-11-22,Bagalkot,Ghosh Nagar,Theft,BNS 303,shop till theft,convicted,True
FIR-2025-MAN-0922,2025-12-08,Mandya,Johal Zila,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2025-BEN-0923,2025-01-29,Bengaluru City,Iyer Street,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-UDU-0924,2024-08-10,Udupi,Dhillon Road,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-BEL-0925,2024-03-02,Belagavi,Lalla Nagar,Chain Snatching,BNS 304,market crowd snatching,closed,True
FIR-2024-DAK-0926,2024-11-11,Dakshina Kannada,Dey Zila,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2025-KAL-0927,2025-01-17,Kalaburagi,Narang Nagar,Cyber Fraud,IT Act 66D,courier scam,court-pending,True
FIR-2024-HAS-0928,2024-12-14,Hassan,Sha Zila,NDPS,NDPS Act 20,courier parcel concealment,closed,True
FIR-2025-CHI-0929,2025-05-15,Chickballapura,Sama Street,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2024-DAV-0930,2024-07-16,Davanagere,Bali Road,Cheating,BNS 318,investment ponzi scheme,charge-sheeted,True
FIR-2025-BEL-0931,2025-10-23,Belagavi,Pillay Chowk,Cyber Fraud,IT Act 66D,fake loan app extortion,convicted,True
FIR-2024-DAV-0932,2024-11-01,Davanagere,Bali Road,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2024-BAG-0933,2024-06-09,Bagalkot,Ghosh Nagar,NDPS,NDPS Act 20,street-level peddling,closed,True
FIR-2024-BEL-0934,2024-01-18,Belagavi,Lalla Nagar,Cyber Fraud,IT Act 66D,courier scam,convicted,True
FIR-2025-SHI-0935,2025-10-21,Shivamogga,Parmer Circle,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2024-DAK-0936,2024-06-04,Dakshina Kannada,Rege Road,Chain Snatching,BNS 304,market crowd snatching,closed,True
FIR-2025-KAL-0937,2025-12-12,Kalaburagi,Chokshi Path,Cheating,BNS 318,fake job placement racket,convicted,True
FIR-2025-MYS-0938,2025-05-05,Mysuru,Mahajan Circle,Burglary,BNS 331,night house-break via rear entry,under-investigation,True
FIR-2025-UDU-0939,2025-01-31,Udupi,Kalita,Cyber Fraud,IT Act 66D,OTP social engineering,court-pending,True
FIR-2025-MAN-0940,2025-08-19,Mandya,Nath Nagar,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2024-MAN-0941,2024-10-15,Mandya,Johal Zila,Rioting,BNS 191,protest escalation,court-pending,True
FIR-2024-UDU-0942,2024-07-08,Udupi,Kalita,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2024-VIJ-0943,2024-09-15,Vijayapur,Tailor Road,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2025-SHI-0944,2025-05-18,Shivamogga,Pillai Zila,Cyber Fraud,IT Act 66D,UPI phishing call,under-investigation,True
FIR-2025-UDU-0945,2025-03-31,Udupi,Narasimhan Ganj,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2024-KAL-0946,2024-11-05,Kalaburagi,Narang Nagar,Robbery,BNS 309,knife-point street robbery,charge-sheeted,True
FIR-2024-BAL-0947,2024-01-15,Ballari,Chaudhary Marg,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2025-UDU-0948,2025-11-25,Udupi,Kalita,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2025-SHI-0949,2025-12-27,Shivamogga,Rao Nagar,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2025-BAL-0950,2025-12-20,Ballari,Prabhakar Chowk,Rioting,BNS 191,communal flashpoint clash,under-investigation,True
FIR-2025-KAL-0951,2025-07-07,Kalaburagi,Narang Nagar,NDPS,NDPS Act 20,courier parcel concealment,convicted,True
FIR-2025-TUM-0952,2025-03-18,Tumakuru,Pau Marg,Cyber Fraud,IT Act 66D,OTP social engineering,closed,True
FIR-2025-DAK-0953,2025-09-05,Dakshina Kannada,Rege Road,Chain Snatching,BNS 304,two-wheeler drive-by snatching,closed,True
FIR-2024-BEN-0954,2024-04-16,Bengaluru City,Zacharia Street,NDPS,NDPS Act 20,hostel network supply,closed,True
FIR-2025-KOL-0955,2025-02-08,Kolar,Mitra Circle,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2025-TUM-0956,2025-05-22,Tumakuru,Pau Marg,Chain Snatching,BNS 304,market crowd snatching,under-investigation,True
FIR-2024-VIJ-0957,2024-05-03,Vijayapur,Chatterjee Zila,Theft,BNS 303,pickpocketing in transit,convicted,True
FIR-2025-MAN-0958,2025-02-01,Mandya,Dass Ganj,Cyber Fraud,IT Act 66D,courier scam,charge-sheeted,True
FIR-2025-RAI-0959,2025-01-27,Raichur,Balasubramanian Chowk,Extortion,BNS 308,digital arrest threat call,charge-sheeted,True
FIR-2025-TUM-0960,2025-05-01,Tumakuru,Borra Chowk,Robbery,BNS 309,ATM-exit targeting,under-investigation,True
FIR-2025-BAG-0961,2025-07-19,Bagalkot,Naik,Theft,BNS 303,vehicle theft from parking,court-pending,True
FIR-2024-BEL-0962,2024-02-19,Belagavi,Raj Road,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2024-BEN-0963,2024-09-12,Bengaluru City,Wali Path,Extortion,BNS 308,protection money demand,convicted,True
FIR-2025-BEL-0964,2025-12-18,Belagavi,Lalla Nagar,Extortion,BNS 308,protection money demand,under-investigation,True
FIR-2024-KOL-0965,2024-01-22,Kolar,Bassi Ganj,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2025-BAL-0966,2025-05-01,Ballari,Saini Circle,Cyber Fraud,IT Act 66D,fake loan app extortion,under-investigation,True
FIR-2024-RAI-0967,2024-04-28,Raichur,Balasubramanian Chowk,Cheating,BNS 318,land document forgery,convicted,True
FIR-2024-BAL-0968,2024-11-23,Ballari,Chaudhary Marg,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2025-RAI-0969,2025-07-20,Raichur,Balasubramanian Chowk,Cheating,BNS 318,investment ponzi scheme,under-investigation,True
FIR-2025-MAN-0970,2025-10-02,Mandya,Dass Ganj,Cheating,BNS 318,fake job placement racket,convicted,True
FIR-2024-CHI-0971,2024-05-10,Chickballapura,Pathak Chowk,Burglary,BNS 331,terrace entry,court-pending,True
FIR-2024-KAL-0972,2024-03-27,Kalaburagi,Chokshi Path,NDPS,NDPS Act 20,courier parcel concealment,charge-sheeted,True
FIR-2025-CHI-0973,2025-06-07,Chickballapura,Pathak Chowk,Extortion,BNS 308,protection money demand,convicted,True
FIR-2024-HAS-0974,2024-11-16,Hassan,Sha Zila,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2024-SHI-0975,2024-05-22,Shivamogga,Pillai Zila,Burglary,BNS 331,lock-picking daytime entry,convicted,True
FIR-2025-SHI-0976,2025-06-16,Shivamogga,Pillai Zila,Rioting,BNS 191,protest escalation,under-investigation,True
FIR-2025-BAG-0977,2025-08-04,Bagalkot,Ghosh Nagar,Theft,BNS 303,pickpocketing in transit,under-investigation,True
FIR-2025-BAG-0978,2025-05-21,Bagalkot,Ghosh Nagar,Theft,BNS 303,shop till theft,court-pending,True
FIR-2024-MYS-0979,2024-07-04,Mysuru,Mahajan Circle,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-HAS-0980,2024-04-24,Hassan,Kala Zila,Murder,BNS 103,gang rivalry,convicted,True
FIR-2025-HAS-0981,2025-08-21,Hassan,Sha Zila,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-BEL-0982,2024-05-07,Belagavi,Dasgupta Circle,Extortion,BNS 308,protection money demand,convicted,True
FIR-2025-SHI-0983,2025-11-18,Shivamogga,Rao Nagar,Burglary,BNS 331,terrace entry,court-pending,True
FIR-2025-BAG-0984,2025-12-30,Bagalkot,Ben Road,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2025-KOL-0985,2025-03-23,Kolar,Bassi Ganj,Extortion,BNS 308,digital arrest threat call,charge-sheeted,True
FIR-2024-VIJ-0986,2024-07-31,Vijayapur,Yogi Ganj,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2025-MAN-0987,2025-02-02,Mandya,Jha,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2025-DAK-0988,2025-05-05,Dakshina Kannada,Rege Road,Theft,BNS 303,pickpocketing in transit,under-investigation,True
FIR-2025-MYS-0989,2025-01-08,Mysuru,Kurian Street,Cheating,BNS 318,investment ponzi scheme,under-investigation,True
FIR-2024-DHA-0990,2024-05-25,Dharwad,Bal Zila,Theft,BNS 303,vehicle theft from parking,convicted,True
FIR-2024-CHI-0991,2024-06-29,Chickballapura,Pathak Chowk,Rioting,BNS 191,communal flashpoint clash,closed,True
FIR-2024-RAI-0992,2024-07-02,Raichur,Balasubramanian Chowk,Theft,BNS 303,pickpocketing in transit,convicted,True
FIR-2024-DAK-0993,2024-01-09,Dakshina Kannada,Dey Zila,Burglary,BNS 331,night house-break via rear entry,court-pending,True
FIR-2024-MAN-0994,2024-05-15,Mandya,Jha,Chain Snatching,BNS 304,market crowd snatching,charge-sheeted,True
FIR-2024-KOL-0995,2024-01-01,Kolar,Mitra Circle,Chain Snatching,BNS 304,market crowd snatching,court-pending,True
FIR-2025-DHA-0996,2025-06-20,Dharwad,Ghosh Road,Theft,BNS 303,shop till theft,court-pending,True
FIR-2025-SHI-0997,2025-01-19,Shivamogga,Parmer Circle,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2024-BAG-0998,2024-08-20,Bagalkot,Ghosh Nagar,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2024-BAL-0999,2024-02-22,Ballari,Saini Circle,Cheating,BNS 318,investment ponzi scheme,closed,True
FIR-2025-MYS-1000,2025-05-03,Mysuru,Contractor Path,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-VIJ-1001,2024-03-02,Vijayapur,Yogi Ganj,Chain Snatching,BNS 304,market crowd snatching,court-pending,True
FIR-2025-KOL-1002,2025-08-02,Kolar,Chopra Circle,NDPS,NDPS Act 20,street-level peddling,closed,True
FIR-2024-UDU-1003,2024-04-05,Udupi,Agate Street,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2025-DAV-1004,2025-07-14,Davanagere,Bali Road,Cheating,BNS 318,investment ponzi scheme,under-investigation,True
FIR-2024-MAN-1005,2024-12-16,Mandya,Johal Zila,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-HAS-1006,2025-03-20,Hassan,Kala Zila,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2024-BAL-1007,2024-08-16,Ballari,Saini Circle,NDPS,NDPS Act 20,street-level peddling,charge-sheeted,True
FIR-2024-BAL-1008,2024-03-24,Ballari,Saini Circle,Theft,BNS 303,pickpocketing in transit,court-pending,True
FIR-2024-HAS-1009,2024-02-01,Hassan,Kala Zila,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-UDU-1010,2025-09-04,Udupi,Kalita,Chain Snatching,BNS 304,two-wheeler drive-by snatching,under-investigation,True
FIR-2024-CHI-1011,2024-01-03,Chickballapura,Comar Circle,Murder,BNS 103,gang rivalry,closed,True
FIR-2024-BEL-1012,2024-12-04,Belagavi,Lalla Nagar,Theft,BNS 303,vehicle theft from parking,closed,True
FIR-2025-BEL-1013,2025-05-17,Belagavi,Pillay Chowk,Cheating,BNS 318,land document forgery,court-pending,True
FIR-2024-CHI-1014,2024-04-08,Chickballapura,Comar Circle,NDPS,NDPS Act 20,street-level peddling,convicted,True
FIR-2024-SHI-1015,2024-08-28,Shivamogga,Parmer Circle,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2024-HAS-1016,2024-10-16,Hassan,Kala Zila,Robbery,BNS 309,ATM-exit targeting,court-pending,True
FIR-2024-MAN-1017,2024-07-15,Mandya,Nath Nagar,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2025-HAS-1018,2025-12-25,Hassan,Sha Zila,Cyber Fraud,IT Act 66D,fake loan app extortion,under-investigation,True
FIR-2025-CHI-1019,2025-09-10,Chickballapura,Soni Zila,NDPS,NDPS Act 20,hostel network supply,closed,True
FIR-2025-KAL-1020,2025-05-28,Kalaburagi,Narang Nagar,Robbery,BNS 309,ATM-exit targeting,convicted,True
FIR-2025-RAI-1021,2025-08-28,Raichur,Sandhu Marg,Extortion,BNS 308,digital arrest threat call,court-pending,True
FIR-2025-DAV-1022,2025-08-28,Davanagere,Kalla Path,Cyber Fraud,IT Act 66D,UPI phishing call,closed,True
FIR-2024-UDU-1023,2024-09-01,Udupi,Kalita,Extortion,BNS 308,protection money demand,charge-sheeted,True
FIR-2025-RAI-1024,2025-11-08,Raichur,Sandhu Marg,NDPS,NDPS Act 20,street-level peddling,convicted,True
FIR-2024-BAL-1025,2024-12-02,Ballari,Chaudhary Marg,Robbery,BNS 309,ATM-exit targeting,court-pending,True
FIR-2024-SHI-1026,2024-06-16,Shivamogga,Parmer Circle,Burglary,BNS 331,terrace entry,closed,True
FIR-2024-DAK-1027,2024-10-03,Dakshina Kannada,Shetty Zila,Burglary,BNS 331,lock-picking daytime entry,convicted,True
FIR-2024-TUM-1028,2024-12-30,Tumakuru,Pau Marg,Robbery,BNS 309,ATM-exit targeting,under-investigation,True
FIR-2024-RAI-1029,2024-12-16,Raichur,Srinivas Nagar,Chain Snatching,BNS 304,market crowd snatching,charge-sheeted,True
FIR-2025-RAI-1030,2025-05-21,Raichur,Swaminathan Zila,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2025-MAN-1031,2025-08-07,Mandya,Nath Nagar,Murder,BNS 103,property dispute,closed,True
FIR-2025-RAI-1032,2025-04-29,Raichur,Sandhu Marg,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2024-BEL-1033,2024-02-09,Belagavi,Lalla Nagar,Theft,BNS 303,pickpocketing in transit,closed,True
FIR-2025-CHI-1034,2025-06-27,Chickballapura,Soni Zila,Robbery,BNS 309,highway vehicle stop,convicted,True
FIR-2025-BEL-1035,2025-09-09,Belagavi,Pillay Chowk,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-DAV-1036,2024-03-21,Davanagere,Kalla Path,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2024-DHA-1037,2024-11-15,Dharwad,Zachariah Street,Murder,BNS 103,property dispute,court-pending,True
FIR-2025-MAN-1038,2025-04-25,Mandya,Johal Zila,Murder,BNS 103,property dispute,court-pending,True
FIR-2024-KAL-1039,2024-01-18,Kalaburagi,Sinha Ganj,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2025-VIJ-1040,2025-03-16,Vijayapur,Rama Street,Murder,BNS 103,gang rivalry,under-investigation,True
FIR-2025-CHI-1041,2025-10-25,Chickballapura,Sama Street,Theft,BNS 303,shop till theft,closed,True
FIR-2024-KAL-1042,2024-09-11,Kalaburagi,Chokshi Path,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2025-BEN-1043,2025-12-13,Bengaluru City,Wali Path,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2025-VIJ-1044,2025-11-10,Vijayapur,Chatterjee Zila,Extortion,BNS 308,digital arrest threat call,under-investigation,True
FIR-2024-DHA-1045,2024-01-04,Dharwad,Aurora Street,Theft,BNS 303,vehicle theft from parking,under-investigation,True
FIR-2024-SHI-1046,2024-05-24,Shivamogga,Parmer Circle,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2024-DAV-1047,2024-07-24,Davanagere,Saxena Chowk,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-KAL-1048,2025-10-19,Kalaburagi,Chokshi Path,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-BEL-1049,2024-03-05,Belagavi,Dasgupta Circle,Murder,BNS 103,property dispute,closed,True
FIR-2024-KAL-1050,2024-01-04,Kalaburagi,Chokshi Path,NDPS,NDPS Act 20,hostel network supply,charge-sheeted,True
FIR-2024-DHA-1051,2024-11-09,Dharwad,Bal Zila,Robbery,BNS 309,highway vehicle stop,convicted,True
FIR-2024-MYS-1052,2024-11-28,Mysuru,Merchant Chowk,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2024-MYS-1053,2024-08-24,Mysuru,Kurian Street,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2025-DAV-1054,2025-01-14,Davanagere,Reddy Chowk,Burglary,BNS 331,lock-picking daytime entry,closed,True
FIR-2024-DAV-1055,2024-09-03,Davanagere,Bali Road,Robbery,BNS 309,ATM-exit targeting,court-pending,True
FIR-2024-BAL-1056,2024-04-12,Ballari,Dubey,Cyber Fraud,IT Act 66D,OTP social engineering,under-investigation,True
FIR-2024-DAK-1057,2024-07-16,Dakshina Kannada,Rege Road,Theft,BNS 303,vehicle theft from parking,convicted,True
FIR-2024-VIJ-1058,2024-04-30,Vijayapur,Yogi Ganj,Murder,BNS 103,property dispute,court-pending,True
FIR-2025-BEN-1059,2025-01-22,Bengaluru City,Iyer Street,Extortion,BNS 308,protection money demand,charge-sheeted,True
FIR-2025-BAL-1060,2025-03-01,Ballari,Saini Circle,Chain Snatching,BNS 304,market crowd snatching,under-investigation,True
FIR-2025-DAV-1061,2025-03-31,Davanagere,Bali Road,Chain Snatching,BNS 304,two-wheeler drive-by snatching,closed,True
FIR-2024-RAI-1062,2024-04-25,Raichur,Swaminathan Zila,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2024-KAL-1063,2024-08-25,Kalaburagi,Sinha Ganj,NDPS,NDPS Act 20,hostel network supply,closed,True
FIR-2024-RAI-1064,2024-09-22,Raichur,Srinivas Nagar,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-BAG-1065,2025-10-01,Bagalkot,Khanna Path,Chain Snatching,BNS 304,two-wheeler drive-by snatching,charge-sheeted,True
FIR-2024-MYS-1066,2024-01-31,Mysuru,Mahajan Circle,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-BEL-1067,2025-05-07,Belagavi,Raj Road,Burglary,BNS 331,terrace entry,convicted,True
FIR-2024-BEL-1068,2024-11-16,Belagavi,Pillay Chowk,Cyber Fraud,IT Act 66D,OTP social engineering,convicted,True
FIR-2025-MYS-1069,2025-05-28,Mysuru,Merchant Chowk,Theft,BNS 303,vehicle theft from parking,charge-sheeted,True
FIR-2025-HAS-1070,2025-01-21,Hassan,Gupta Road,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2025-BAL-1071,2025-06-07,Ballari,Dubey,Theft,BNS 303,vehicle theft from parking,charge-sheeted,True
FIR-2024-DHA-1072,2024-02-24,Dharwad,Ghosh Road,Extortion,BNS 308,digital arrest threat call,under-investigation,True
FIR-2024-MYS-1073,2024-10-01,Mysuru,Mahajan Circle,Murder,BNS 103,property dispute,convicted,True
FIR-2024-BAL-1074,2024-03-06,Ballari,Saini Circle,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-DAK-1075,2024-10-31,Dakshina Kannada,Shetty Zila,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2025-SHI-1076,2025-02-03,Shivamogga,Rao Nagar,Murder,BNS 103,property dispute,under-investigation,True
FIR-2025-MAN-1077,2025-11-22,Mandya,Jha,Burglary,BNS 331,night house-break via rear entry,court-pending,True
FIR-2025-SHI-1078,2025-01-21,Shivamogga,Rao Nagar,Extortion,BNS 308,digital arrest threat call,convicted,True
FIR-2025-DAV-1079,2025-06-15,Davanagere,Kalla Path,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2024-MYS-1080,2024-10-23,Mysuru,Merchant Chowk,Murder,BNS 103,personal enmity,under-investigation,True
FIR-2024-BAL-1081,2024-05-05,Ballari,Saini Circle,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2025-VIJ-1082,2025-05-19,Vijayapur,Chatterjee Zila,Burglary,BNS 331,lock-picking daytime entry,charge-sheeted,True
FIR-2024-UDU-1083,2024-12-01,Udupi,Kalita,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2024-RAI-1084,2024-04-24,Raichur,Srinivas Nagar,Burglary,BNS 331,terrace entry,convicted,True
FIR-2024-BEL-1085,2024-10-17,Belagavi,Raj Road,Theft,BNS 303,pickpocketing in transit,closed,True
FIR-2025-SHI-1086,2025-08-11,Shivamogga,Patil Ganj,Rioting,BNS 191,communal flashpoint clash,court-pending,True
FIR-2024-TUM-1087,2024-05-31,Tumakuru,Kara Street,Burglary,BNS 331,lock-picking daytime entry,charge-sheeted,True
FIR-2025-BEN-1088,2025-01-10,Bengaluru City,Zacharia Street,Murder,BNS 103,property dispute,under-investigation,True
FIR-2024-BEN-1089,2024-05-11,Bengaluru City,Sagar Path,Robbery,BNS 309,knife-point street robbery,closed,True
FIR-2024-BAG-1090,2024-06-06,Bagalkot,Khanna Path,Cheating,BNS 318,land document forgery,charge-sheeted,True
FIR-2025-RAI-1091,2025-06-05,Raichur,Srinivas Nagar,Cheating,BNS 318,investment ponzi scheme,charge-sheeted,True
FIR-2024-BAL-1092,2024-04-28,Ballari,Dubey,Murder,BNS 103,personal enmity,closed,True
FIR-2025-RAI-1093,2025-05-03,Raichur,Srinivas Nagar,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2025-BEN-1094,2025-12-08,Bengaluru City,Sagar Path,Extortion,BNS 308,protection money demand,court-pending,True
FIR-2025-DHA-1095,2025-10-02,Dharwad,Aurora Street,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2025-BAL-1096,2025-08-05,Ballari,Saini Circle,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2024-KAL-1097,2024-08-16,Kalaburagi,Kant,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2024-RAI-1098,2024-11-12,Raichur,Srinivas Nagar,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-SHI-1099,2024-01-18,Shivamogga,Patil Ganj,NDPS,NDPS Act 20,courier parcel concealment,closed,True
FIR-2025-MAN-1100,2025-08-27,Mandya,Dass Ganj,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2025-BEL-1101,2025-03-12,Belagavi,Dasgupta Circle,Extortion,BNS 308,digital arrest threat call,convicted,True
FIR-2024-KOL-1102,2024-11-14,Kolar,Bassi Ganj,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-KOL-1103,2024-01-07,Kolar,Mitra Circle,Murder,BNS 103,property dispute,court-pending,True
FIR-2024-TUM-1104,2024-01-27,Tumakuru,Rana Zila,Rioting,BNS 191,protest escalation,court-pending,True
FIR-2025-DHA-1105,2025-04-09,Dharwad,Ghosh Road,Murder,BNS 103,gang rivalry,convicted,True
FIR-2025-DAV-1106,2025-10-14,Davanagere,Kalla Path,Burglary,BNS 331,lock-picking daytime entry,under-investigation,True
FIR-2025-KAL-1107,2025-11-18,Kalaburagi,Sinha Ganj,Cheating,BNS 318,land document forgery,charge-sheeted,True
FIR-2024-BEN-1108,2024-09-26,Bengaluru City,Wali Path,Rioting,BNS 191,protest escalation,closed,True
FIR-2025-DAK-1109,2025-01-01,Dakshina Kannada,Rege Road,Cyber Fraud,IT Act 66D,courier scam,charge-sheeted,True
FIR-2024-BEL-1110,2024-06-16,Belagavi,Dasgupta Circle,Rioting,BNS 191,communal flashpoint clash,convicted,True
